"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"1810006K21Rik" 1190 275 474 210 1639 1469 1182 58 1887 687
"1810007D17Rik" 0 0 0 0 0 0 0 0 0 0
"1810007I06Rik" 0 0 0 0 0 0 0 0 4 0
"1810008A18Rik" 464 1193 71 9 0 1076 0 125 309 94
"1810009A15Rik" 1792 788 261 238 60 21386 1244 356 1185 519
"1810009J06Rik" 0 0 0 0 0 0 0 0 0 0
"1810010D01Rik" 0 0 0 0 0 0 0 0 0 0
"1810010H24Rik" 0 0 0 15 0 0 6 1 0 64
"1810011H11Rik" 0 0 0 0 0 0 0 0 0 0
"1810011O10Rik" 0 0 0 45 0 0 0 0 0 0
"1810012P15Rik" 165 0 40 0 0 0 11 0 144 56
"1810013D10Rik" 1374 7 0 71 0 1357 902 0 755 361
"1810013L24Rik" 2571 2745 361 2584 0 18451 217 5599 517 6677
"1810014B01Rik" 4 0 0 39 35 10 29 4 36 13
"1810014F10Rik" 0 0 0 13 0 0 0 0 0 0
"1810018F18Rik" 0 0 0 0 0 0 0 0 0 0
"1810019D21Rik" 0 2936 70 4 0 1363 30 94 380 0
"1810019J16Rik" 0 242 0 0 1 0 0 0 0 0
"1810020D17Rik" 30 25 64 0 1 1862 97 28 0 204
"1810021B22Rik" 0 0 0 0 0 0 0 0 1 0
"1810022K09Rik" 199 35 36 42 216 228 487 15 388 28
"1810024B03Rik" 3 0 0 0 0 0 4 0 413 0
"1810026B05Rik" 245 0 39 1 0 524 0 195 74 13
"1810026J23Rik" 1233 1478 278 46 0 6616 554 1302 26 528
"1810027O10Rik" 15 12 0 0 600 6 659 0 704 0
"1810029B16Rik" 1659 1365 113 113 39 3417 433 68 1228 310
"1810030J14Rik" 0 0 0 0 0 0 0 0 0 0
"1810030N24Rik" 0 0 0 180 0 9 558 47 0 549
"1810030O07Rik" 0 0 0 3 10 13 0 109 75 6
"1810031K17Rik" 715 1567 515 4630 4202 13550 0 2825 270 14692
"1810032O08Rik" 136 492 170 1 0 6 47 299 736 0
"1810033B17Rik" 0 0 0 27 0 0 0 0 0 452
"1810035I16Rik" 0 59 0 0 0 7 0 0 0 2
"1810035L17Rik" 328 19 148 4 724 1271 1284 0 1092 23
"1810037I17Rik" 176 0 14 1374 1779 963 515 110 649 2334
"1810041L15Rik" 0 0 0 0 0 0 0 0 0 14
"1810043G02Rik" 0 0 0 378 0 284 0 74 39 919
"1810043H04Rik" 140 304 54 3 0 90 110 10 439 178
"1810044D09Rik" 1 0 0 0 0 3 0 0 55 2
"1810046J19Rik" 488 458 119 32 5607 481 1347 0 488 119
"1810046K07Rik" 0 0 0 0 0 0 0 0 0 0
"1810048J11Rik" 231 0 0 279 0 900 0 292 0 405
"1810049H13Rik" 0 0 0 0 0 2 1 0 80 1
"1810053B23Rik" 0 0 0 49 0 0 0 2 0 0
"1810055G02Rik" 0 717 0 28 0 940 1016 103 1 491
"1810058I24Rik" 299 265 147 355 740 3082 1055 340 1583 1163
"1810062G17Rik" 0 0 0 0 0 0 0 0 0 0
"1810062O18Rik" 0 0 0 2 1 3 1 0 0 0
"1810063B05Rik" 9 12 12 158 1 1058 54 3 315 194
"1810063B07Rik" 0 7 0 7 2 23 58 0 6 5
"1810064F22Rik" 0 0 0 0 0 11 0 2 0 2
"1810065E05Rik" 0 0 0 0 0 0 0 0 0 0
"1810074P20Rik" 0 0 0 959 9 24 704 49 499 4262
"2010001E11Rik" 0 0 0 0 0 20 0 0 0 13
"2010001M06Rik" 0 1 23 0 0 3 89 0 17 0
"2010001M09Rik" 0 0 0 48 0 0 0 1 0 0
"2010002M12Rik" 0 0 0 3342 0 230 0 72 0 5592
"2010002N04Rik" 0 4 0 0 0 0 0 0 0 0
"2010003K11Rik" 0 0 0 0 0 0 0 0 0 0
"2010003K15Rik" 0 0 0 0 0 0 0 0 0 0
"2010005H15Rik" 0 0 0 25 0 0 0 8 0 7
"2010007H12Rik" 1 0 0 32 0 72 1 7 0 60
"2010009K17Rik" 0 0 11 0 0 0 0 10 0 0
"2010011I20Rik" 0 20 0 68 0 46 115 17 0 0
"2010012O05Rik" 180 523 1 0 0 713 326 1 764 3
"2010015L04Rik" 23 282 0 0 1 49 0 13 1 0
"2010016I18Rik" 0 0 0 0 0 0 0 0 0 0
"2010106E10Rik" 0 0 0 15 0 0 0 0 0 0
"2010106G01Rik" 379 0 6 0 0 58 536 0 313 0
"2010107E04Rik" 1458 354 333 128 521 920 2671 24 3059 492
"2010107G12Rik" 0 0 0 56 0 0 0 2 0 257
"2010107G23Rik" 0 6 9 4769 0 2887 1 2107 0 19042
"2010107H07Rik" 209 66 15 0 362 827 59 0 58 194
"2010109I03Rik" 0 0 0 0 6 240 3 1 6 0
"2010109K11Rik" 8 169 4 17 0 427 0 64 0 2
"2010110P09Rik" 0 1 0 65 0 0 0 1 0 195
"2010111I01Rik" 25 0 50 269 0 410 1 9 336 896
"2010204K13Rik" 0 0 0 0 0 1 0 0 0 0
"2010300C02Rik" 0 227 0 1 0 0 322 0 0 85
"2010305A19Rik" 1678 1949 36 4 4 3101 852 0 4874 228
"2010315B03Rik" 0 0 0 0 0 0 0 0 0 0
"2010317E24Rik" 566 2370 309 2 0 3496 0 361 0 10
"2010320M18Rik" 180 674 93 0 0 1835 0 0 0 0
"2010321M09Rik" 0 221 26 724 2686 247 744 38 1221 1502
"2200002D01Rik" 133 10 17 0 1017 718 344 0 100 0
"2200002J24Rik" 0 0 0 0 0 426 0 0 152 0
"2200002K05Rik" 0 0 0 0 0 0 536 0 650 0
"2210009G21Rik" 61 21 35 731 1 6518 140 367 0 1410
"2210010C04Rik" 0 0 0 0 0 0 0 0 0 0
"2210010C17Rik" 0 0 0 7 0 0 0 0 0 5
"2210012G02Rik" 3 18 20 396 0 2497 114 381 158 1198
"2210013O21Rik" 0 0 0 0 0 0 5 0 0 197
"2210015D19Rik" 0 13 0 84 0 13 221 0 132 225
"2210016F16Rik" 42 354 4 14 8 5619 53 227 81 5
"2210016L21Rik" 0 1144 83 0 2853 3500 67 16 1905 0
"2210018M11Rik" 154 199 0 1282 0 3861 53 1120 111 3880
"2210019I11Rik" 0 0 0 201 0 261 0 15 0 439
"2210020M01Rik" 0 0 0 0 0 0 0 0 0 0
"2210021J22Rik" 427 276 119 158 2 10 1 6 1658 699
"2210403K04Rik" 0 8 1 43 0 830 0 177 0 301
"2210404J11Rik" 82 0 0 2 8 135 102 5 803 236
"2210404O07Rik" 0 0 0 36 0 0 0 0 0 0
"2210407C18Rik" 0 0 0 0 0 0 0 0 0 0
"2210408F21Rik" 3 0 0 0 5 1 2 0 0 0
"2210408I21Rik" 1 0 7 74 0 282 0 293 0 149
"2210409E12Rik" 5639 236 943 321 7291 12637 10033 1104 9438 655
"2210411K11Rik" 0 0 0 0 0 0 0 0 0 0
"2210414B05Rik" 0 0 0 0 0 0 0 0 0 0
"2210415F13Rik" 0 0 0 0 0 0 0 0 0 0
"2210417A02Rik" 0 0 0 0 1 0 0 0 0 1
"2210417K05Rik" 0 0 0 0 0 0 0 0 0 0
"2300002M23Rik" 0 0 0 10 0 0 0 5 0 371
"2300003K06Rik" 0 0 0 0 0 2 0 0 0 0
"2300005B03Rik" 0 0 0 0 0 0 0 0 0 0
"2300009A05Rik" 0 1 0 0 0 0 0 1 0 2
"2310001A20Rik" 870 0 216 0 0 3545 832 86 68 200
"2310001H17Rik" 0 0 0 1 0 0 0 0 0 0
"2310001K24Rik" 0 0 0 0 0 0 0 1 0 5
"2310002J15Rik" 0 0 0 0 0 0 0 0 0 0
"2310002L09Rik" 0 0 0 77 0 0 0 0 0 0
"2310002L13Rik" 0 0 0 0 0 8 0 0 0 0
"2310003C23Rik" 191 6 16 1280 3315 1980 441 808 127 2246
"2310003F16Rik" 4255 1300 636 2479 5334 9916 3768 1008 4553 4562
"2310003H01Rik" 1 16 0 97 0 999 130 318 501 65
"2310003L22Rik" 0 525 31 0 1 3215 416 304 0 0
"2310004I24Rik" 0 0 0 117 0 0 7 7 3 460
"2310004N24Rik" 860 286 46 0 0 18 356 2 463 587
"2310005A03Rik" 0 0 0 0 0 0 0 0 0 0
"2310005G13Rik" 0 0 0 0 0 0 0 0 0 0
"2310007B03Rik" 0 0 0 0 0 0 0 0 0 0
"2310007L24Rik" 0 0 0 0 0 0 0 0 0 0
"2310008H04Rik" 0 170 44 949 5701 2157 677 17 0 2604
"2310008H09Rik" 1221 2749 838 129 190 11117 2497 641 3371 450
"2310009A05Rik" 0 0 0 45 629 0 183 1 367 321
"2310009B15Rik" 0 0 0 0 0 1 50 0 29 0
"2310010M20Rik" 0 0 0 23 0 6 3 7 0 1
"2310011J03Rik" 0 171 59 97 339 4899 467 1332 403 71
"2310014H01Rik" 156 0 0 0 632 10 69 0 0 0
"2310014L17Rik" 0 0 0 1 1 868 66 0 0 1
"2310015A10Rik" 0 0 0 0 0 0 63 0 1 0
"2310015B20Rik" 0 0 0 22 0 0 0 0 0 0
"2310015D24Rik" 0 0 0 0 0 0 0 0 0 0
"2310016C08Rik" 419 3 0 0 0 6 0 0 0 214
"2310016M24Rik" 905 146 111 54 2787 7428 190 401 1791 251
"2310021H06Rik" 0 0 0 0 0 0 0 0 0 0
"2310021P13Rik" 0 1 0 102 0 312 829 19 0 393
"2310022A10Rik" 1430 456 213 582 0 547 494 429 1034 2081
"2310022B05Rik" 1 248 57 3335 0 359 1 815 0 15888
"2310028H24Rik" 0 0 1 0 0 0 0 1 0 8
"2310028O11Rik" 1742 108 437 471 5197 4289 2935 177 3708 1964
"2310030A07Rik" 0 0 0 0 0 0 0 0 0 0
"2310030G06Rik" 0 0 0 0 0 0 5 0 0 0
"2310030N02Rik" 0 1 21 0 0 16 0 0 96 5
"2310033E01Rik" 1324 502 61 13 0 474 0 8 136 71
"2310033P09Rik" 2 0 7 125 0 181 0 7 75 1020
"2310034C09Rik" 0 0 0 0 0 0 0 0 0 0
"2310034G01Rik" 0 0 0 0 0 0 48 0 0 0
"2310035C23Rik" 795 19 52 668 1 249 1296 285 680 909
"2310035K24Rik" 0 375 0 15 0 1088 0 7 0 186
"2310036O22Rik" 504 224 234 62 0 3246 514 232 145 285
"2310037I24Rik" 501 889 155 462 3 739 517 469 993 825
"2310039H08Rik" 0 8 0 0 0 0 1 0 273 16
"2310040G24Rik" 2180 345 149 11 0 1996 84 1 92 0
"2310042D19Rik" 0 0 0 1 0 1088 0 113 0 0
"2310042E22Rik" 1 0 0 0 1240 0 0 0 0 0
"2310043J07Rik" 0 0 0 0 0 0 0 0 0 100
"2310043L19Rik" 0 0 0 0 0 0 0 0 0 0
"2310044G17Rik" 28 0 0 394 0 245 740 157 0 1332
"2310044H10Rik" 2 0 94 4 11 13 264 111 541 638
"2310045N01Rik" 0 644 41 32 4 78 167 6 560 349
"2310046A06Rik" 0 0 0 0 0 0 0 0 0 0
"2310046K01Rik" 0 0 0 0 0 0 8 0 0 0
"2310046O06Rik" 0 20 69 32 0 6 0 0 24 0
"2310047B19Rik" 0 511 0 0 0 1 0 42 367 1
"2310047M10Rik" 0 378 1 0 0 1680 0 0 0 0
"2310050B05Rik" 0 0 0 0 0 0 0 0 0 0
"2310050C09Rik" 0 0 0 0 0 0 0 0 0 0
"2310057J16Rik" 22 0 0 119 0 82 142 8 0 1074
"2310057J18Rik" 0 0 0 0 0 0 0 0 0 0
"2310057M21Rik" 4 107 0 1 0 796 111 101 1416 331
"2310057N15Rik" 0 0 0 0 0 0 0 0 0 0
"2310061C15Rik" 692 81 188 41 1 814 183 2 917 295
"2310061I04Rik" 2 408 2 817 0 2602 596 522 64 4614
"2310061J03Rik" 0 0 0 0 0 0 0 0 0 0
"2310061N02Rik" 0 0 0 0 0 0 0 0 0 0
"2310065F04Rik" 0 0 0 0 0 0 0 0 0 0
"2310067B10Rik" 26 1 2 1 11 200 0 12 0 85
"2310068J16Rik" 0 0 0 0 0 0 0 56 0 2
"2310069B03Rik" 0 0 0 0 0 0 0 0 0 0
"2310069G16Rik" 0 130 0 211 0 0 0 2 0 235
"2310079F23Rik" 0 94 129 0 0 5 64 0 217 0
"2310079G19Rik" 0 0 0 0 0 0 0 0 0 0
"2400001E08Rik" 568 665 612 258 4968 6513 2384 555 492 1073
"2400003C14Rik" 3501 3145 45 51 74 9801 2741 3452 2931 559
"2410001C21Rik" 3321 3755 457 1630 948 18670 1139 2117 2498 2236
"2410002F23Rik" 429 1715 147 0 1 2876 594 0 1014 40
"2410002I01Rik" 5 23 0 164 0 11 0 5 115 1015
"2410002O22Rik" 2298 409 109 962 10 417 1845 113 2680 762
"2410003K15Rik" 218 71 67 0 2 48 14 1 43 0
"2410004A20Rik" 2379 77 982 108 3717 3490 1872 261 2665 1739
"2410004B18Rik" 251 69 110 149 65 3916 248 1414 0 491
"2410004I01Rik" 0 0 0 0 0 0 0 0 0 0
"2410004N09Rik" 6 23 5 19 0 29 3 3 121 0
"2410004P03Rik" 0 1 0 0 1 63 0 0 0 0
"2410006H16Rik" 952 268 160 38 3054 818 1418 349 2570 385
"2410007B07Rik" 0 0 1 1 0 5 85 2 360 0
"2410012M07Rik" 0 0 1 492 0 28 0 63 0 2193
"2410015M20Rik" 2292 1333 273 35 718 2720 1392 215 1703 3
"2410016O06Rik" 184 1720 2 1 0 13192 169 902 547 0
"2410017I17Rik" 0 0 0 0 0 0 0 0 0 0
"2410017P09Rik" 319 54 23 42 0 367 461 9 708 454
"2410018L13Rik" 0 0 1 7 0 1 10 8 35 10
"2410018M08Rik" 405 89 46 120 11 1159 155 213 174 370
"2410022L05Rik" 743 118 93 0 7 305 398 0 491 558
"2410042D21Rik" 258 407 4 2540 0 4704 348 671 616 4247
"2410057H14Rik" 0 0 0 1 0 0 0 0 0 0
"2410066E13Rik" 0 0 0 0 0 0 232 0 0 0
"2410075B13Rik" 0 8 0 0 0 1353 0 0 0 292
"2410076I21Rik" 0 0 0 54 0 16 0 2 15 58
"2410088K16Rik" 0 0 0 36 0 0 0 5 0 0
"2410089E03Rik" 135 511 80 1440 0 3293 0 1742 769 7459
"2410091C18Rik" 3727 1158 1 161 2065 9415 544 156 537 473
"2410114N07Rik" 0 0 22 0 0 1 0 79 0 1
"2410127L17Rik" 179 2 22 190 1 669 339 79 66 404
"2410131K14Rik" 0 7 0 65 8 17 111 8 3 258
"2410137F16Rik" 0 0 0 2 0 0 0 0 0 0
"2410137M14Rik" 0 0 0 0 0 0 0 7 18 0
"2500003M10Rik" 279 665 157 812 1 6282 126 1127 390 1855
"2500004C02Rik" 2 5 1 1 5 233 56 10 2 20
"2510002D24Rik" 0 2 0 8 2 0 237 9 264 0
"2510003D18Rik" 0 0 0 0 0 0 0 0 0 0
"2510003E04Rik" 789 1353 90 922 0 2863 223 483 0 898
"2510006D16Rik" 128 297 64 0 53 1901 2 0 529 0
"2510009E07Rik" 0 0 0 0 0 0 92 0 0 0
"2510012J08Rik" 5 76 22 14 0 2553 269 467 378 429
"2510039O18Rik" 456 510 300 2 0 6913 493 2327 751 21
"2510049J12Rik" 2 13 0 0 0 2793 0 22 1 318
"2610001J05Rik" 64 0 49 763 2019 839 508 100 1408 2174
"2610002D18Rik" 1018 725 39 479 1 2103 14 109 3 3210
"2610002I17Rik" 0 1630 391 6 1 5267 117 359 1704 0
"2610002J02Rik" 489 0 74 138 0 145 301 170 239 972
"2610002M06Rik" 107 0 0 143 2127 1152 0 4 0 514
"2610005L07Rik" 9 3 0 23 0 28 48 5 59 190
"2610008E11Rik" 0 0 0 0 0 0 0 0 0 0
"2610015P09Rik" 0 1 0 272 0 4 6 14 304 530
"2610017I09Rik" 0 0 0 0 0 0 0 0 0 0
"2610018G03Rik" 0 0 0 72 0 0 0 154 0 25
"2610019F03Rik" 2257 0 47 1796 4190 33 5732 494 2030 6326
"2610020C07Rik" 12 4 0 4 0 77 10 11 8 6
"2610020H08Rik" 0 2 1 0 0 40 0 0 0 163
"2610021K21Rik" 0 0 0 107 0 121 0 5 0 869
"2610024G14Rik" 520 1618 2 1 0 3773 3 668 4 462
"2610027L16Rik" 295 2001 191 86 24 10306 373 846 411 110
"2610028E06Rik" 0 0 0 43 0 0 0 0 0 15
"2610028H24Rik" 0 1 0 0 0 515 0 0 0 0
"2610029G23Rik" 1694 2619 688 28 1491 2125 1838 175 1010 434
"2610029I01Rik" 0 0 1 0 4 1 20 49 19 61
"2610034B18Rik" 0 0 0 0 0 2 0 0 177 16
"2610034M16Rik" 0 0 0 2169 1 164 0 561 0 1844
"2610035D17Rik" 0 0 0 4 0 0 0 8 2 644
"2610037D02Rik" 0 3 0 152 1 14 0 8 0 252
"2610039C10Rik" 1472 1437 64 614 0 7206 285 2121 36 1274
"2610044O15Rik" 284 82 4 6 6 0 747 26 130 0
"2610100L16Rik" 0 0 0 0 0 0 0 0 0 0
"2610101N10Rik" 704 2152 297 3084 1211 9186 1006 2300 5299 5102
"2610109H07Rik" 1 0 0 0 0 0 0 0 0 49
"2610203C20Rik" 0 0 0 0 0 0 0 0 0 0
"2610203C22Rik" 0 0 0 0 0 0 0 0 0 11
"2610204G22Rik" 0 0 0 0 0 0 0 0 0 0
"2610206C17Rik" 1 0 1 1 1 5 0 367 0 0
"2610301B20Rik" 0 0 0 0 0 0 610 0 0 20
"2610301G19Rik" 303 163 101 1 0 803 13 9 0 329
"2610305D13Rik" 177 355 25 1774 86 3865 1970 625 1928 1187
"2610306M01Rik" 0 349 0 5 0 0 0 0 0 7
"2610318N02Rik" 638 251 11 0 3 110 80 118 629 0
"2610507B11Rik" 267 203 242 438 6 7094 541 901 940 1800
"2610507I01Rik" 5 8 0 7 0 247 0 195 0 6
"2610524H06Rik" 13 0 14 39 31 337 3 41 119 153
"2610528A11Rik" 0 233 0 0 0 582 0 0 0 0
"2610528E23Rik" 474 817 0 51 4 3881 833 39 408 47
"2610528J11Rik" 735 0 3 1 0 860 565 0 347 1
"2700007P21Rik" 189 1153 9 1178 0 20813 414 638 1252 990
"2700023E23Rik" 119 117 109 5 0 1704 313 212 192 0
"2700029M09Rik" 873 181 294 11805 789 8350 1307 3163 375 39695
"2700046A07Rik" 0 0 0 0 0 0 0 0 0 0
"2700046G09Rik" 0 0 0 0 0 0 0 0 0 0
"2700049A03Rik" 0 28 3 8106 0 3494 19 1560 980 20059
"2700050L05Rik" 150 88 27 4711 1 1038 94 306 1330 13856
"2700060E02Rik" 7 192 21 222 413 526 822 74 431 412
"2700062C07Rik" 1596 1089 273 569 2048 6970 3 158 277 1418
"2700078E11Rik" 1388 172 66 302 2 317 2194 12 759 948
"2700078K21Rik" 0 1379 22 4 0 2550 537 0 124 568
"2700081O15Rik" 0 6 0 5 0 54 0 184 0 0
"2700086A05Rik" 0 0 0 0 1 0 0 0 0 0
"2700089E24Rik" 0 24 0 0 1 0 26 0 0 0
"2700090O03Rik" 0 0 0 0 0 0 0 0 0 0
"2700094K13Rik" 84 0 0 115 472 26 1820 13 2019 44
"2700097O09Rik" 455 31 9 1 0 12 522 113 927 101
"2700099C18Rik" 55 7 0 4 263 92 63 4 142 14
"2810001G20Rik" 270 2 1 91 2 1 0 59 0 251
"2810002D19Rik" 0 0 7 0 0 0 0 0 0 82
"2810002N01Rik" 489 31 61 2 1 56 298 93 1057 4
"2810004N23Rik" 1371 758 115 88 3064 2698 1550 585 1707 1048
"2810006K23Rik" 394 484 3 0 2807 30 16 3 550 0
"2810007J24Rik" 0 0 0 0 0 0 0 0 0 0
"2810008D09Rik" 110 1 3 6 0 520 243 97 28 75
"2810008M24Rik" 13 207 0 599 1 5468 49 131 152 987
"2810021B07Rik" 0 117 4 0 0 1481 74 7 195 0
"2810021J22Rik" 0 205 0 0 0 149 165 0 451 0
"2810025M15Rik" 287 198 24 219 1397 114 468 193 1285 570
"2810030E01Rik" 0 0 4 2 0 5 414 1 0 0
"2810032G03Rik" 0 0 0 0 0 0 0 0 0 0
"2810046L04Rik" 214 371 0 0 0 0 281 38 82 15
"2810047C21Rik1" 0 1 0 0 0 0 0 0 0 0
"2810055F11Rik" 0 0 0 0 1 0 0 0 0 3
"2810055G20Rik" 0 0 0 0 0 0 0 0 0 0
"2810403A07Rik" 1 821 262 1913 2 7534 600 806 644 4606
"2810403D21Rik" 0 0 1 97 0 513 0 24 0 144
"2810405F15Rik" 0 0 0 0 0 0 0 0 0 0
"2810405K02Rik" 328 0 0 0 0 0 887 0 0 0
"2810407C02Rik" 2901 3024 705 162 1 13490 2021 1535 3271 731
"2810408A11Rik" 0 0 0 0 0 224 0 0 0 0
"2810408I11Rik" 579 8 62 976 0 2957 259 508 858 2780
"2810408M09Rik" 0 60 22 6 7 322 3 2 0 1
"2810410L24Rik" 0 0 0 0 0 0 0 0 0 0
"2810417H13Rik" 0 0 0 0 0 1 0 0 0 0
"2810422J05Rik" 982 993 529 217 2422 2223 2231 77 1650 242
"2810422O20Rik" 242 21 109 264 0 2 0 76 19 365
"2810428I15Rik" 211 33 32 6 0 21 540 0 410 124
"2810429I04Rik" 0 1 2 7 0 309 0 31 2 0
"2810432D09Rik" 0 2 101 174 2598 22 991 119 838 870
"2810432L12Rik" 0 0 0 0 0 858 0 0 0 0
"2810433D01Rik" 0 0 0 0 0 3 0 0 0 0
"2810442I21Rik" 0 0 0 0 0 0 0 0 25 0
"2810442N19Rik" 0 0 1 0 0 0 0 0 0 0
"2810453I06Rik" 0 26 4 136 1 1106 208 402 7 2078
"2810454H06Rik" 0 0 0 1 0 3 32 0 0 2
"2810459M11Rik" 0 0 0 0 0 0 0 0 0 0
"2810474O19Rik" 6845 2553 500 6949 335 32153 3648 6709 8901 20717
"2900002K06Rik" 0 0 0 30 0 0 0 124 3 0
"2900005J15Rik" 0 0 0 0 0 2 0 0 0 0
"2900006K08Rik" 1 0 0 202 1 226 0 137 0 126
"2900010J23Rik" 414 214 66 3459 83 1666 4197 885 4450 5204
"2900010M23Rik" 87 132 150 53 1036 345 537 10 412 30
"2900011O08Rik" 0 0 0 21 0 1 0 0 0 0
"2900026A02Rik" 666 0 1 449 0 535 12 473 0 1189
"2900041M22Rik" 0 0 0 0 0 0 0 0 0 0
"2900052N01Rik" 0 0 0 0 0 0 1 0 0 0
"2900053A13Rik" 300 67 63 2 910 15 327 0 708 0
"2900056M20Rik" 0 1 1 244 0 1860 1 55 0 779
"2900060B14Rik" 2 2 7 46 0 164 13 0 0 26
"2900064A13Rik" 2 385 66 85 12 1971 860 470 1046 401
"2900073G15Rik" 1651 1668 374 2492 5483 2054 5489 113 3229 7119
"2900079G21Rik" 0 0 0 0 0 403 0 16 0 0
"2900092C05Rik" 0 4 0 0 0 0 0 0 0 0
"2900092D14Rik" 0 0 0 0 0 0 0 0 0 0
"2900092E17Rik" 382 192 49 43 0 26 361 26 307 253
"2900097C17Rik" 243 1457 251 19 17 847 273 9 3070 66
"3000002C10Rik" 0 2 0 3 12 6 24 38 337 16
"3010026O09Rik" 0 26 0 332 0 2281 335 166 1881 1477
"3110001D03Rik" 2 121 8 138 568 23 541 13 685 616
"3110001I22Rik" 0 116 1 4319 4067 2669 76 686 135 9260
"3110002H16Rik" 2081 2733 313 120 405 5080 292 482 1638 1147
"3110003A17Rik" 221 130 0 35 0 1 204 0 0 13
"3110007F17Rik" 0 0 0 23 0 0 0 0 0 101
"3110009E18Rik" 78 105 0 50 4 12 0 4 275 272
"3110021A11Rik" 0 0 0 7 0 0 0 1 0 0
"3110035E14Rik" 0 0 0 0 0 0 0 0 0 1
"3110039M20Rik" 0 0 0 0 1 0 0 0 0 0
"3110040N11Rik" 50 1 66 63 514 20 190 45 11 160
"3110043O21Rik" 0 0 0 26 0 227 0 8 0 691
"3110045C21Rik" 1 6 52 44 0 6 0 0 211 6
"3110047P20Rik" 0 0 0 0 0 0 0 0 0 0
"3110052M02Rik" 0 38 0 70 1 960 34 127 0 68
"3110056O03Rik" 0 7 0 0 0 0 0 0 0 58
"3110057O12Rik" 0 12 1 349 8 64 2 91 250 545
"3110062M04Rik" 0 3 0 0 0 2 0 0 0 0
"3110070M22Rik" 0 0 0 0 0 0 0 0 0 43
"3110079O15Rik" 0 0 0 0 0 0 0 0 0 0
"3110082D06Rik" 0 0 0 0 0 2 0 0 0 0
"3110082I17Rik" 6 223 69 130 0 355 264 1 1539 329
"3110099E03Rik" 1 0 0 0 1 0 0 0 1 0
"3200002M19Rik" 899 2745 282 1063 7 15177 1271 1342 2268 1917
"3230401D17Rik" 1681 1908 167 7615 12 21074 100 5510 1828 9543
"3300002I08Rik" 1 0 0 0 7 2 2 1 3 0
"3425401B19Rik" 0 0 0 0 0 0 0 0 0 0
"3632451O06Rik" 0 0 0 0 0 0 0 0 0 1
"3632454L22Rik" 0 0 0 0 0 0 0 0 0 0
"3830403N18Rik" 0 0 0 9 0 0 0 1 57 2
"3830406C13Rik" 0 179 2 601 0 3 0 255 780 396
"3830408C21Rik" 0 0 0 0 0 0 0 0 415 0
"3830417A13Rik" 0 403 1 0 0 0 0 0 0 0
"3830431G21Rik" 0 0 0 218 612 51 0 15 150 1558
"3930402G23Rik" 0 0 0 0 0 0 0 0 0 0
"4430402I18Rik" 0 0 0 107 0 0 0 0 0 0
"4632411B12Rik" 345 3123 93 635 0 5365 1528 569 2082 2411
"4632415K11Rik" 0 94 0 0 0 0 0 5 0 122
"4632415L05Rik" 0 1 0 0 1 12 64 0 0 0
"4632427E13Rik" 0 1 0 0 0 2 0 0 143 32
"4632428C04Rik" 0 0 0 0 0 0 0 0 0 0
"4632428N05Rik" 0 0 0 0 1 1 0 0 0 0
"4632434I11Rik" 1092 4027 60 2653 19 27480 213 1976 1277 4056
"4732415M23Rik" 0 0 0 0 0 3 0 0 0 0
"4732416N19Rik" 0 0 0 13 0 21 0 0 6 30
"4732418C07Rik" 170 146 5 1779 0 1213 911 2156 176 5114
"4732456N10Rik" 0 0 0 0 0 0 0 0 0 0
"4732471D19Rik" 351 530 103 66 1 3591 1 405 1257 675
"4732471J01Rik" 0 4 33 1 0 337 5 0 9 77
"4732490B19Rik" 0 0 0 37 0 0 0 0 0 0
"4831426I19Rik" 84 13 2 45 1 7 0 2 1 424
"4831440E17Rik" 0 14 0 37 0 103 258 267 0 36
"4832428D23Rik" 0 0 0 0 0 0 0 0 0 13
"4833403I15Rik" 0 0 0 0 0 0 0 0 0 0
"4833413D08Rik" 0 0 0 0 0 0 0 0 0 0
"4833418N02Rik" 0 0 0 0 1 0 1 0 0 0
"4833419F23Rik" 0 0 0 0 0 0 0 0 0 3
"4833420G17Rik" 1 332 167 2773 0 2234 705 626 633 4080
"4833422C13Rik" 0 0 0 0 0 0 0 0 0 0
"4833422F24Rik" 0 0 0 0 0 0 0 0 0 0
"4833423E24Rik" 0 0 0 0 0 0 0 0 0 0
"4833424O15Rik" 0 0 0 0 0 1 0 0 0 0
"4833427G06Rik" 0 0 0 0 0 0 0 0 0 0
"4833439L19Rik" 2 769 114 267 0 2032 1313 264 1750 740
"4833442J19Rik" 0 0 1 0 4 170 285 0 80 0
"4921501E09Rik" 0 0 0 0 0 0 0 0 0 0
"4921504E06Rik" 0 0 0 0 0 11 0 6 0 0
"4921506M07Rik" 0 0 0 0 0 0 0 0 0 1
"4921507P07Rik" 0 0 0 20 0 0 0 8 0 0
"4921509C19Rik" 0 0 0 0 0 0 0 0 29 0
"4921510H08Rik" 0 0 0 0 0 0 0 4 0 0
"4921511C20Rik" 0 0 0 0 0 0 0 0 0 0
"4921511H03Rik" 0 0 0 0 0 0 0 0 0 0
"4921511M17Rik" 0 0 0 0 0 0 0 0 0 0
"4921511M17Rik|Gm15140|Gm15144" 0 0 0 0 0 0 0 0 0 0
"4921513D23Rik" 244 821 95 6020 1 12171 530 4283 155 14061
